field,major,enrolls,year,cc_name,uc_campus
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2021,AMERICAN RIVER,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2021,AMERICAN RIVER,Santa Cruz
ENGINEERING,Chemical Engineering,3,2021,AMERICAN RIVER,Davis
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2021,AMERICAN RIVER,Berkeley
ENGINEERING,Mechanical Engineering,3,2021,AMERICAN RIVER,Davis
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2021,AMERICAN RIVER,Davis
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",8,2021,AMERICAN RIVER,Davis
HISTORY,History,4,2021,AMERICAN RIVER,Davis
HISTORY,History,4,2021,AMERICAN RIVER,Los Angeles
MATHEMATICS AND STATISTICS,Statistics,4,2021,AMERICAN RIVER,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2021,AMERICAN RIVER,Davis
PHYSICAL SCIENCES,Chemistry,6,2021,AMERICAN RIVER,Davis
PSYCHOLOGY,"Psychology, General",3,2021,AMERICAN RIVER,Santa Cruz
PSYCHOLOGY,Research and Experimental Psychology,11,2021,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Anthropology,4,2021,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Economics,3,2021,AMERICAN RIVER,Davis
SOCIAL SCIENCES,International Relations and National Security Studies,5,2021,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Political Science and Government,7,2021,AMERICAN RIVER,Davis
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2021,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",5,2022,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",10,2022,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",5,2022,AMERICAN RIVER,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,4,2022,AMERICAN RIVER,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2022,AMERICAN RIVER,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2022,AMERICAN RIVER,San Diego
ENGINEERING,Mechanical Engineering,4,2022,AMERICAN RIVER,Davis
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2022,AMERICAN RIVER,Davis
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,2022,AMERICAN RIVER,Davis
MATHEMATICS AND STATISTICS,Statistics,3,2022,AMERICAN RIVER,Davis
PHYSICAL SCIENCES,Chemistry,3,2022,AMERICAN RIVER,Davis
PSYCHOLOGY,Research and Experimental Psychology,14,2022,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Anthropology,6,2022,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Economics,4,2022,AMERICAN RIVER,Berkeley
SOCIAL SCIENCES,Political Science and Government,5,2022,AMERICAN RIVER,Berkeley
SOCIAL SCIENCES,Political Science and Government,7,2022,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Political Science and Government,3,2022,AMERICAN RIVER,Santa Barbara
VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,2022,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",6,2023,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,7,2023,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",6,2023,AMERICAN RIVER,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,2023,AMERICAN RIVER,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,2023,AMERICAN RIVER,Davis
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2023,AMERICAN RIVER,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2023,AMERICAN RIVER,Davis
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,2023,AMERICAN RIVER,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2023,AMERICAN RIVER,Davis
PHYSICAL SCIENCES,Chemistry,4,2023,AMERICAN RIVER,Davis
PSYCHOLOGY,"Psychology, General",4,2023,AMERICAN RIVER,Santa Cruz
PSYCHOLOGY,Research and Experimental Psychology,9,2023,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Anthropology,4,2023,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Economics,6,2023,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Economics,3,2023,AMERICAN RIVER,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,9,2023,AMERICAN RIVER,Davis
VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,2023,AMERICAN RIVER,Davis
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,4,2024,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",6,2024,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",14,2024,AMERICAN RIVER,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",4,2024,AMERICAN RIVER,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,8,2024,AMERICAN RIVER,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,2024,AMERICAN RIVER,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2024,AMERICAN RIVER,Santa Cruz
ENGINEERING,Computer Engineering,4,2024,AMERICAN RIVER,Davis
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",6,2024,AMERICAN RIVER,Davis
PHYSICAL SCIENCES,Physics,3,2024,AMERICAN RIVER,Berkeley
PSYCHOLOGY,"Psychology, General",4,2024,AMERICAN RIVER,Los Angeles
PSYCHOLOGY,Research and Experimental Psychology,12,2024,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Anthropology,3,2024,AMERICAN RIVER,Santa Cruz
SOCIAL SCIENCES,Economics,9,2024,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Political Science and Government,7,2024,AMERICAN RIVER,Davis
SOCIAL SCIENCES,Political Science and Government,3,2024,AMERICAN RIVER,Los Angeles
SOCIAL SCIENCES,Sociology,3,2024,AMERICAN RIVER,Davis
VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,2024,AMERICAN RIVER,Davis
SOCIAL SCIENCES,International Relations and National Security Studies,3,2013,ANTELOPE VALLEY,Riverside
SOCIAL SCIENCES,Political Science and Government,4,2013,ANTELOPE VALLEY,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2014,ANTELOPE VALLEY,Santa Barbara
ENGINEERING,Mechanical Engineering,3,2014,ANTELOPE VALLEY,Irvine
PHYSICAL SCIENCES,Chemistry,3,2014,ANTELOPE VALLEY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,4,2014,ANTELOPE VALLEY,Los Angeles
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2014,ANTELOPE VALLEY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2015,ANTELOPE VALLEY,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2015,ANTELOPE VALLEY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2015,ANTELOPE VALLEY,Los Angeles
PSYCHOLOGY,"Psychology, General",4,2015,ANTELOPE VALLEY,Los Angeles
PSYCHOLOGY,Research and Experimental Psychology,3,2015,ANTELOPE VALLEY,Irvine
SOCIAL SCIENCES,Political Science and Government,6,2015,ANTELOPE VALLEY,Los Angeles
HISTORY,History,4,2016,ANTELOPE VALLEY,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,2017,ANTELOPE VALLEY,San Diego
PSYCHOLOGY,"Psychology, General",6,2017,ANTELOPE VALLEY,Los Angeles
PSYCHOLOGY,Research and Experimental Psychology,3,2017,ANTELOPE VALLEY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,3,2017,ANTELOPE VALLEY,Berkeley
SOCIAL SCIENCES,Political Science and Government,4,2017,ANTELOPE VALLEY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2018,ANTELOPE VALLEY,Irvine
HISTORY,History,3,2018,ANTELOPE VALLEY,Los Angeles
MATHEMATICS AND STATISTICS,Mathematics,3,2018,ANTELOPE VALLEY,Santa Barbara
PSYCHOLOGY,Research and Experimental Psychology,3,2018,ANTELOPE VALLEY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",3,2019,ANTELOPE VALLEY,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2019,ANTELOPE VALLEY,Los Angeles
PSYCHOLOGY,"Psychology, General",3,2019,ANTELOPE VALLEY,San Diego
SOCIAL SCIENCES,Political Science and Government,4,2019,ANTELOPE VALLEY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,2020,ANTELOPE VALLEY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2020,ANTELOPE VALLEY,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2020,ANTELOPE VALLEY,San Diego
SOCIAL SCIENCES,Political Science and Government,3,2020,ANTELOPE VALLEY,Los Angeles
SOCIAL SCIENCES,Sociology,3,2020,ANTELOPE VALLEY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2021,ANTELOPE VALLEY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,2021,ANTELOPE VALLEY,Riverside
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2021,ANTELOPE VALLEY,Santa Cruz
PSYCHOLOGY,Research and Experimental Psychology,3,2021,ANTELOPE VALLEY,Riverside
SOCIAL SCIENCES,Political Science and Government,5,2021,ANTELOPE VALLEY,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,3,2022,ANTELOPE VALLEY,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2023,ANTELOPE VALLEY,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2023,ANTELOPE VALLEY,Santa Barbara
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2023,ANTELOPE VALLEY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2023,ANTELOPE VALLEY,Los Angeles
SOCIAL SCIENCES,Economics,3,2023,ANTELOPE VALLEY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,3,2023,ANTELOPE VALLEY,Berkeley
SOCIAL SCIENCES,Sociology,4,2023,ANTELOPE VALLEY,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2024,ANTELOPE VALLEY,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2024,ANTELOPE VALLEY,Riverside
PSYCHOLOGY,"Psychology, General",4,2024,ANTELOPE VALLEY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,5,2024,ANTELOPE VALLEY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,3,2013,BAKERSFIELD,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2014,BAKERSFIELD,Davis
SOCIAL SCIENCES,Economics,3,2014,BAKERSFIELD,Santa Barbara
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,2015,BAKERSFIELD,Riverside
PHYSICAL SCIENCES,Chemistry,3,2015,BAKERSFIELD,Santa Barbara
SOCIAL SCIENCES,Economics,3,2015,BAKERSFIELD,Davis
SOCIAL SCIENCES,Political Science and Government,4,2015,BAKERSFIELD,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,2016,BAKERSFIELD,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2016,BAKERSFIELD,Irvine
SOCIAL SCIENCES,Economics,3,2016,BAKERSFIELD,Davis
SOCIAL SCIENCES,Economics,3,2016,BAKERSFIELD,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2017,BAKERSFIELD,Davis
PSYCHOLOGY,Research and Experimental Psychology,4,2017,BAKERSFIELD,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,5,2017,BAKERSFIELD,Davis
PSYCHOLOGY,Research and Experimental Psychology,4,2018,BAKERSFIELD,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,3,2018,BAKERSFIELD,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2019,BAKERSFIELD,Los Angeles
PSYCHOLOGY,"Psychology, General",4,2019,BAKERSFIELD,Irvine
SOCIAL SCIENCES,Economics,5,2019,BAKERSFIELD,Santa Barbara
HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,2020,BAKERSFIELD,Irvine
PSYCHOLOGY,Research and Experimental Psychology,3,2020,BAKERSFIELD,Irvine
PSYCHOLOGY,Research and Experimental Psychology,3,2020,BAKERSFIELD,Riverside
SOCIAL SCIENCES,Political Science and Government,3,2021,BAKERSFIELD,Davis
EDUCATION,"Teacher Education and Professional Development, Specific Subject Areas",3,2022,BAKERSFIELD,Davis
SOCIAL SCIENCES,Political Science and Government,3,2022,BAKERSFIELD,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2023,BAKERSFIELD,Santa Barbara
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2023,BAKERSFIELD,Irvine
PSYCHOLOGY,Research and Experimental Psychology,3,2024,BAKERSFIELD,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,5,2024,BAKERSFIELD,Los Angeles
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",Area Studies,4,2013,BERKELEY CITY,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,2013,BERKELEY CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2013,BERKELEY CITY,Santa Barbara
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",9,2013,BERKELEY CITY,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,2013,BERKELEY CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2013,BERKELEY CITY,Berkeley
PSYCHOLOGY,"Psychology, General",6,2013,BERKELEY CITY,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,4,2013,BERKELEY CITY,Davis
SOCIAL SCIENCES,Anthropology,3,2013,BERKELEY CITY,Los Angeles
SOCIAL SCIENCES,Anthropology,3,2013,BERKELEY CITY,Santa Cruz
SOCIAL SCIENCES,Economics,4,2013,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Political Science and Government,11,2013,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Sociology,5,2013,BERKELEY CITY,Davis
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2013,BERKELEY CITY,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,2014,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",11,2014,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2014,BERKELEY CITY,Davis
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Foreign Languages, Literatures, and Linguistics, Other",3,2014,BERKELEY CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,6,2014,BERKELEY CITY,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,2014,BERKELEY CITY,Berkeley
PSYCHOLOGY,"Psychology, General",8,2014,BERKELEY CITY,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,3,2014,BERKELEY CITY,Davis
SOCIAL SCIENCES,Economics,3,2014,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Economics,4,2014,BERKELEY CITY,Davis
SOCIAL SCIENCES,Political Science and Government,7,2014,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,"Social Sciences, Other",5,2014,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Sociology,6,2014,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Sociology,4,2014,BERKELEY CITY,Davis
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2014,BERKELEY CITY,Berkeley
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,2014,BERKELEY CITY,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,5,2015,BERKELEY CITY,Berkeley
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2015,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,2015,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,4,2015,BERKELEY CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,Peace Studies and Conflict Resolution,3,2015,BERKELEY CITY,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,3,2015,BERKELEY CITY,Davis
SOCIAL SCIENCES,Anthropology,3,2015,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Anthropology,3,2015,BERKELEY CITY,Davis
SOCIAL SCIENCES,Economics,4,2015,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Economics,5,2015,BERKELEY CITY,Davis
SOCIAL SCIENCES,Economics,4,2015,BERKELEY CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,5,2015,BERKELEY CITY,Davis
SOCIAL SCIENCES,Sociology,4,2015,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Sociology,3,2015,BERKELEY CITY,Davis
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,2015,BERKELEY CITY,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",5,2016,BERKELEY CITY,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",7,2016,BERKELEY CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2016,BERKELEY CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2016,BERKELEY CITY,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2016,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,2016,BERKELEY CITY,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,5,2016,BERKELEY CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,Peace Studies and Conflict Resolution,3,2016,BERKELEY CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,8,2016,BERKELEY CITY,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2016,BERKELEY CITY,Berkeley
PSYCHOLOGY,"Psychology, General",3,2016,BERKELEY CITY,Berkeley
PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,Social Work,4,2016,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Anthropology,4,2016,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Economics,3,2016,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Economics,4,2016,BERKELEY CITY,Davis
SOCIAL SCIENCES,Economics,8,2016,BERKELEY CITY,San Diego
SOCIAL SCIENCES,Political Science and Government,10,2016,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Sociology,6,2016,BERKELEY CITY,Berkeley
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2016,BERKELEY CITY,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2017,BERKELEY CITY,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2017,BERKELEY CITY,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",7,2017,BERKELEY CITY,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2017,BERKELEY CITY,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,8,2017,BERKELEY CITY,Berkeley
ENGINEERING,Mechanical Engineering,3,2017,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,2017,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,9,2017,BERKELEY CITY,Berkeley
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,2017,BERKELEY CITY,Davis
MATHEMATICS AND STATISTICS,Applied Mathematics,6,2017,BERKELEY CITY,Berkeley
MATHEMATICS AND STATISTICS,Mathematics,3,2017,BERKELEY CITY,Berkeley
MATHEMATICS AND STATISTICS,Statistics,5,2017,BERKELEY CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,2017,BERKELEY CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,Mathematics and Computer Science,3,2017,BERKELEY CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,12,2017,BERKELEY CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,4,2017,BERKELEY CITY,Davis
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,2017,BERKELEY CITY,Berkeley
PSYCHOLOGY,"Psychology, General",3,2017,BERKELEY CITY,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,8,2017,BERKELEY CITY,Davis
SOCIAL SCIENCES,Anthropology,4,2017,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Anthropology,3,2017,BERKELEY CITY,Davis
SOCIAL SCIENCES,Economics,6,2017,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Economics,3,2017,BERKELEY CITY,Santa Barbara
SOCIAL SCIENCES,Economics,5,2017,BERKELEY CITY,San Diego
SOCIAL SCIENCES,Political Science and Government,11,2017,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Political Science and Government,3,2017,BERKELEY CITY,Davis
SOCIAL SCIENCES,Political Science and Government,4,2017,BERKELEY CITY,San Diego
SOCIAL SCIENCES,Sociology,5,2017,BERKELEY CITY,Berkeley
SOCIAL SCIENCES,Sociology,9,2017,BERKELEY CITY,Davis
SOCIAL SCIENCES,Sociology,5,2017,BERKELEY CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2017,BERKELEY CITY,Berkeley
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,2017,BERKELEY CITY,Berkeley
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2017,BERKELEY CITY,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,2018,BERKELEY CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2018,BERKELEY CITY,Berkeley
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,2018,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,2018,BERKELEY CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,4,2018,BERKELEY CITY,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2018,BERKELEY CITY,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,2018,BERKELEY CITY,Berkeley
HISTORY,History,4,2018,BERKELEY CITY,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,4,2018,BERKELEY CITY,Berkeley
MATHEMATICS AND STATISTICS,Statistics,3,2018,BERKELEY CITY,Berkeley
