Year,UC,Field,Major,Enrolls,CC
2019-20,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Microbiological Sciences and Immunology,3,AMERICAN RIVER COLLEGE
2019-20,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,AMERICAN RIVER COLLEGE
2019-20,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",3,AMERICAN RIVER COLLEGE
2019-20,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,AMERICAN RIVER COLLEGE
2019-20,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,6,AMERICAN RIVER COLLEGE
2019-20,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,AMERICAN RIVER COLLEGE
2019-20,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,AMERICAN RIVER COLLEGE
2019-20,UCD,ENGINEERING,Biomedical/Medical Engineering,3,AMERICAN RIVER COLLEGE
2019-20,UCD,ENGINEERING,Computer Engineering,4,AMERICAN RIVER COLLEGE
2019-20,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,AMERICAN RIVER COLLEGE
2019-20,UCD,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,AMERICAN RIVER COLLEGE
2019-20,UCLA,HISTORY,History,3,AMERICAN RIVER COLLEGE
2019-20,UCD,MATHEMATICS AND STATISTICS,Mathematics,4,AMERICAN RIVER COLLEGE
2019-20,UCD,PHYSICAL SCIENCES,Physics,5,AMERICAN RIVER COLLEGE
2019-20,UCD,PSYCHOLOGY,Research and Experimental Psychology,5,AMERICAN RIVER COLLEGE
2019-20,UCD,SOCIAL SCIENCES,Economics,6,AMERICAN RIVER COLLEGE
2019-20,UCSB,SOCIAL SCIENCES,Economics,4,AMERICAN RIVER COLLEGE
2019-20,UCD,SOCIAL SCIENCES,International Relations and National Security Studies,4,AMERICAN RIVER COLLEGE
2019-20,UCD,SOCIAL SCIENCES,Political Science and Government,4,AMERICAN RIVER COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Political Science and Government,3,AMERICAN RIVER COLLEGE
2019-20,UCD,SOCIAL SCIENCES,Sociology,8,AMERICAN RIVER COLLEGE
2020-21,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",15,AMERICAN RIVER COLLEGE
2020-21,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",8,AMERICAN RIVER COLLEGE
2020-21,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Biotechnology,4,AMERICAN RIVER COLLEGE
2020-21,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,7,AMERICAN RIVER COLLEGE
2020-21,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",7,AMERICAN RIVER COLLEGE
2020-21,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,AMERICAN RIVER COLLEGE
2020-21,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,6,AMERICAN RIVER COLLEGE
2020-21,UCD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,AMERICAN RIVER COLLEGE
2020-21,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,AMERICAN RIVER COLLEGE
2020-21,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,AMERICAN RIVER COLLEGE
2020-21,UCD,ENGINEERING,Chemical Engineering,3,AMERICAN RIVER COLLEGE
2020-21,UCB,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,AMERICAN RIVER COLLEGE
2020-21,UCD,ENGINEERING,Mechanical Engineering,3,AMERICAN RIVER COLLEGE
2020-21,UCD,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,AMERICAN RIVER COLLEGE
2020-21,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",8,AMERICAN RIVER COLLEGE
2020-21,UCD,HISTORY,History,4,AMERICAN RIVER COLLEGE
2020-21,UCLA,HISTORY,History,4,AMERICAN RIVER COLLEGE
2020-21,UCD,MATHEMATICS AND STATISTICS,Statistics,4,AMERICAN RIVER COLLEGE
2020-21,UCD,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,AMERICAN RIVER COLLEGE
2020-21,UCD,PHYSICAL SCIENCES,Chemistry,6,AMERICAN RIVER COLLEGE
2020-21,UCSC,PSYCHOLOGY,"Psychology, General",3,AMERICAN RIVER COLLEGE
2020-21,UCD,PSYCHOLOGY,Research and Experimental Psychology,11,AMERICAN RIVER COLLEGE
2020-21,UCD,SOCIAL SCIENCES,Anthropology,4,AMERICAN RIVER COLLEGE
2020-21,UCD,SOCIAL SCIENCES,Economics,3,AMERICAN RIVER COLLEGE
2020-21,UCD,SOCIAL SCIENCES,International Relations and National Security Studies,5,AMERICAN RIVER COLLEGE
2020-21,UCD,SOCIAL SCIENCES,Political Science and Government,7,AMERICAN RIVER COLLEGE
2020-21,UCD,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,AMERICAN RIVER COLLEGE
2021-22,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",5,AMERICAN RIVER COLLEGE
2021-22,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",10,AMERICAN RIVER COLLEGE
2021-22,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",5,AMERICAN RIVER COLLEGE
2021-22,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,4,AMERICAN RIVER COLLEGE
2021-22,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,AMERICAN RIVER COLLEGE
2021-22,UCSD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,AMERICAN RIVER COLLEGE
2021-22,UCD,ENGINEERING,Mechanical Engineering,4,AMERICAN RIVER COLLEGE
2021-22,UCD,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,AMERICAN RIVER COLLEGE
2021-22,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,AMERICAN RIVER COLLEGE
2021-22,UCD,MATHEMATICS AND STATISTICS,Statistics,3,AMERICAN RIVER COLLEGE
2021-22,UCD,PHYSICAL SCIENCES,Chemistry,3,AMERICAN RIVER COLLEGE
2021-22,UCD,PSYCHOLOGY,Research and Experimental Psychology,14,AMERICAN RIVER COLLEGE
2021-22,UCD,SOCIAL SCIENCES,Anthropology,6,AMERICAN RIVER COLLEGE
2021-22,UCB,SOCIAL SCIENCES,Economics,4,AMERICAN RIVER COLLEGE
2021-22,UCB,SOCIAL SCIENCES,Political Science and Government,5,AMERICAN RIVER COLLEGE
2021-22,UCD,SOCIAL SCIENCES,Political Science and Government,7,AMERICAN RIVER COLLEGE
2021-22,UCSB,SOCIAL SCIENCES,Political Science and Government,3,AMERICAN RIVER COLLEGE
2021-22,UCD,VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,AMERICAN RIVER COLLEGE
2022-23,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",6,AMERICAN RIVER COLLEGE
2022-23,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,7,AMERICAN RIVER COLLEGE
2022-23,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",6,AMERICAN RIVER COLLEGE
2022-23,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,AMERICAN RIVER COLLEGE
2022-23,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,AMERICAN RIVER COLLEGE
2022-23,UCB,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,AMERICAN RIVER COLLEGE
2022-23,UCD,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,AMERICAN RIVER COLLEGE
2022-23,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,AMERICAN RIVER COLLEGE
2022-23,UCD,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,AMERICAN RIVER COLLEGE
2022-23,UCD,PHYSICAL SCIENCES,Chemistry,4,AMERICAN RIVER COLLEGE
2022-23,UCSC,PSYCHOLOGY,"Psychology, General",4,AMERICAN RIVER COLLEGE
2022-23,UCD,PSYCHOLOGY,Research and Experimental Psychology,9,AMERICAN RIVER COLLEGE
2022-23,UCD,SOCIAL SCIENCES,Anthropology,4,AMERICAN RIVER COLLEGE
2022-23,UCD,SOCIAL SCIENCES,Economics,6,AMERICAN RIVER COLLEGE
2022-23,UCSB,SOCIAL SCIENCES,Economics,3,AMERICAN RIVER COLLEGE
2022-23,UCD,SOCIAL SCIENCES,Political Science and Government,9,AMERICAN RIVER COLLEGE
2022-23,UCD,VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,AMERICAN RIVER COLLEGE
2023-24,UCD,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,4,AMERICAN RIVER COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",6,AMERICAN RIVER COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",14,AMERICAN RIVER COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",4,AMERICAN RIVER COLLEGE
2023-24,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,8,AMERICAN RIVER COLLEGE
2023-24,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,AMERICAN RIVER COLLEGE
2023-24,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,AMERICAN RIVER COLLEGE
2023-24,UCD,ENGINEERING,Computer Engineering,4,AMERICAN RIVER COLLEGE
2023-24,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",6,AMERICAN RIVER COLLEGE
2023-24,UCB,PHYSICAL SCIENCES,Physics,3,AMERICAN RIVER COLLEGE
2023-24,UCLA,PSYCHOLOGY,"Psychology, General",4,AMERICAN RIVER COLLEGE
2023-24,UCD,PSYCHOLOGY,Research and Experimental Psychology,12,AMERICAN RIVER COLLEGE
2023-24,UCSC,SOCIAL SCIENCES,Anthropology,3,AMERICAN RIVER COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Economics,9,AMERICAN RIVER COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Political Science and Government,7,AMERICAN RIVER COLLEGE
2023-24,UCLA,SOCIAL SCIENCES,Political Science and Government,3,AMERICAN RIVER COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Sociology,3,AMERICAN RIVER COLLEGE
2023-24,UCD,VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,AMERICAN RIVER COLLEGE
2012-13,UCR,SOCIAL SCIENCES,International Relations and National Security Studies,3,ANTELOPE VALLEY COLLEGE
2012-13,UCLA,SOCIAL SCIENCES,Political Science and Government,4,ANTELOPE VALLEY COLLEGE
2013-14,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,ANTELOPE VALLEY COLLEGE
2013-14,UCI,ENGINEERING,Mechanical Engineering,3,ANTELOPE VALLEY COLLEGE
2013-14,UCSB,PHYSICAL SCIENCES,Chemistry,3,ANTELOPE VALLEY COLLEGE
2013-14,UCLA,SOCIAL SCIENCES,Political Science and Government,4,ANTELOPE VALLEY COLLEGE
2013-14,UCLA,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,ANTELOPE VALLEY COLLEGE
2014-15,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2014-15,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,ANTELOPE VALLEY COLLEGE
2014-15,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,ANTELOPE VALLEY COLLEGE
2014-15,UCLA,PSYCHOLOGY,"Psychology, General",4,ANTELOPE VALLEY COLLEGE
2014-15,UCI,PSYCHOLOGY,Research and Experimental Psychology,3,ANTELOPE VALLEY COLLEGE
2014-15,UCLA,SOCIAL SCIENCES,Political Science and Government,6,ANTELOPE VALLEY COLLEGE
2015-16,UCLA,HISTORY,History,4,ANTELOPE VALLEY COLLEGE
2016-17,UCSD,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,ANTELOPE VALLEY COLLEGE
2016-17,UCLA,PSYCHOLOGY,"Psychology, General",6,ANTELOPE VALLEY COLLEGE
2016-17,UCSB,PSYCHOLOGY,Research and Experimental Psychology,3,ANTELOPE VALLEY COLLEGE
2016-17,UCB,SOCIAL SCIENCES,Political Science and Government,3,ANTELOPE VALLEY COLLEGE
2016-17,UCLA,SOCIAL SCIENCES,Political Science and Government,4,ANTELOPE VALLEY COLLEGE
2017-18,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2017-18,UCLA,HISTORY,History,3,ANTELOPE VALLEY COLLEGE
2017-18,UCSB,MATHEMATICS AND STATISTICS,Mathematics,3,ANTELOPE VALLEY COLLEGE
2017-18,UCSB,PSYCHOLOGY,Research and Experimental Psychology,3,ANTELOPE VALLEY COLLEGE
2018-19,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",3,ANTELOPE VALLEY COLLEGE
2018-19,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,ANTELOPE VALLEY COLLEGE
2018-19,UCSD,PSYCHOLOGY,"Psychology, General",3,ANTELOPE VALLEY COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Political Science and Government,4,ANTELOPE VALLEY COLLEGE
2019-20,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,ANTELOPE VALLEY COLLEGE
2019-20,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2019-20,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,ANTELOPE VALLEY COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Political Science and Government,3,ANTELOPE VALLEY COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Sociology,3,ANTELOPE VALLEY COLLEGE
2020-21,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,ANTELOPE VALLEY COLLEGE
2020-21,UCR,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,ANTELOPE VALLEY COLLEGE
2020-21,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,ANTELOPE VALLEY COLLEGE
2020-21,UCR,PSYCHOLOGY,Research and Experimental Psychology,3,ANTELOPE VALLEY COLLEGE
2020-21,UCLA,SOCIAL SCIENCES,Political Science and Government,5,ANTELOPE VALLEY COLLEGE
2021-22,UCR,ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,3,ANTELOPE VALLEY COLLEGE
2022-23,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2022-23,UCSB,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2022-23,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,ANTELOPE VALLEY COLLEGE
2022-23,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,ANTELOPE VALLEY COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Economics,3,ANTELOPE VALLEY COLLEGE
2022-23,UCB,SOCIAL SCIENCES,Political Science and Government,3,ANTELOPE VALLEY COLLEGE
2022-23,UCR,SOCIAL SCIENCES,Sociology,4,ANTELOPE VALLEY COLLEGE
2023-24,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2023-24,UCR,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,ANTELOPE VALLEY COLLEGE
2023-24,UCLA,PSYCHOLOGY,"Psychology, General",4,ANTELOPE VALLEY COLLEGE
2023-24,UCLA,SOCIAL SCIENCES,Political Science and Government,5,ANTELOPE VALLEY COLLEGE
2012-13,UCD,SOCIAL SCIENCES,Political Science and Government,3,BAKERSFIELD COLLEGE
2013-14,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,BAKERSFIELD COLLEGE
2013-14,UCSB,SOCIAL SCIENCES,Economics,3,BAKERSFIELD COLLEGE
2014-15,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,BAKERSFIELD COLLEGE
2014-15,UCSB,PHYSICAL SCIENCES,Chemistry,3,BAKERSFIELD COLLEGE
2014-15,UCD,SOCIAL SCIENCES,Economics,3,BAKERSFIELD COLLEGE
2014-15,UCB,SOCIAL SCIENCES,Political Science and Government,4,BAKERSFIELD COLLEGE
2015-16,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,BAKERSFIELD COLLEGE
2015-16,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,BAKERSFIELD COLLEGE
2015-16,UCD,SOCIAL SCIENCES,Economics,3,BAKERSFIELD COLLEGE
2015-16,UCSB,SOCIAL SCIENCES,Economics,3,BAKERSFIELD COLLEGE
2016-17,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,BAKERSFIELD COLLEGE
2016-17,UCSB,PSYCHOLOGY,Research and Experimental Psychology,4,BAKERSFIELD COLLEGE
2016-17,UCD,SOCIAL SCIENCES,Political Science and Government,5,BAKERSFIELD COLLEGE
2017-18,UCSB,PSYCHOLOGY,Research and Experimental Psychology,4,BAKERSFIELD COLLEGE
2017-18,UCB,SOCIAL SCIENCES,Political Science and Government,3,BAKERSFIELD COLLEGE
2018-19,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,BAKERSFIELD COLLEGE
2018-19,UCI,PSYCHOLOGY,"Psychology, General",4,BAKERSFIELD COLLEGE
2018-19,UCSB,SOCIAL SCIENCES,Economics,5,BAKERSFIELD COLLEGE
2019-20,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,BAKERSFIELD COLLEGE
2019-20,UCI,PSYCHOLOGY,Research and Experimental Psychology,3,BAKERSFIELD COLLEGE
2019-20,UCR,PSYCHOLOGY,Research and Experimental Psychology,3,BAKERSFIELD COLLEGE
2020-21,UCD,SOCIAL SCIENCES,Political Science and Government,3,BAKERSFIELD COLLEGE
2021-22,UCD,EDUCATION,"Teacher Education and Professional Development, Specific Subject Areas",3,BAKERSFIELD COLLEGE
2021-22,UCLA,SOCIAL SCIENCES,Political Science and Government,3,BAKERSFIELD COLLEGE
2022-23,UCSB,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,BAKERSFIELD COLLEGE
2022-23,UCI,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,BAKERSFIELD COLLEGE
2023-24,UCSB,PSYCHOLOGY,Research and Experimental Psychology,3,BAKERSFIELD COLLEGE
2023-24,UCLA,SOCIAL SCIENCES,Political Science and Government,5,BAKERSFIELD COLLEGE
2012-13,UCB,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",Area Studies,4,BERKELEY CITY COLLEGE
2012-13,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,BERKELEY CITY COLLEGE
2012-13,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,BERKELEY CITY COLLEGE
2012-13,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",9,BERKELEY CITY COLLEGE
2012-13,UCB,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,BERKELEY CITY COLLEGE
2012-13,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,BERKELEY CITY COLLEGE
2012-13,UCB,PSYCHOLOGY,"Psychology, General",6,BERKELEY CITY COLLEGE
2012-13,UCD,PSYCHOLOGY,Research and Experimental Psychology,4,BERKELEY CITY COLLEGE
2012-13,UCLA,SOCIAL SCIENCES,Anthropology,3,BERKELEY CITY COLLEGE
2012-13,UCSC,SOCIAL SCIENCES,Anthropology,3,BERKELEY CITY COLLEGE
2012-13,UCB,SOCIAL SCIENCES,Economics,4,BERKELEY CITY COLLEGE
2012-13,UCB,SOCIAL SCIENCES,Political Science and Government,11,BERKELEY CITY COLLEGE
2012-13,UCD,SOCIAL SCIENCES,Sociology,5,BERKELEY CITY COLLEGE
2012-13,UCB,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,BERKELEY CITY COLLEGE
2013-14,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,BERKELEY CITY COLLEGE
2013-14,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",11,BERKELEY CITY COLLEGE
2013-14,UCD,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,BERKELEY CITY COLLEGE
2013-14,UCB,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Foreign Languages, Literatures, and Linguistics, Other",3,BERKELEY CITY COLLEGE
2013-14,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,6,BERKELEY CITY COLLEGE
2013-14,UCB,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,BERKELEY CITY COLLEGE
2013-14,UCB,PSYCHOLOGY,"Psychology, General",8,BERKELEY CITY COLLEGE
2013-14,UCD,PSYCHOLOGY,Research and Experimental Psychology,3,BERKELEY CITY COLLEGE
2013-14,UCB,SOCIAL SCIENCES,Economics,3,BERKELEY CITY COLLEGE
2013-14,UCD,SOCIAL SCIENCES,Economics,4,BERKELEY CITY COLLEGE
2013-14,UCB,SOCIAL SCIENCES,Political Science and Government,7,BERKELEY CITY COLLEGE
2013-14,UCB,SOCIAL SCIENCES,"Social Sciences, Other",5,BERKELEY CITY COLLEGE
2013-14,UCB,SOCIAL SCIENCES,Sociology,6,BERKELEY CITY COLLEGE
2013-14,UCD,SOCIAL SCIENCES,Sociology,4,BERKELEY CITY COLLEGE
2013-14,UCB,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,BERKELEY CITY COLLEGE
2013-14,UCB,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,BERKELEY CITY COLLEGE
2014-15,UCB,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,5,BERKELEY CITY COLLEGE
2014-15,UCB,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,BERKELEY CITY COLLEGE
2014-15,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,BERKELEY CITY COLLEGE
2014-15,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,4,BERKELEY CITY COLLEGE
2014-15,UCB,MULTI/INTERDISCIPLINARY STUDIES,Peace Studies and Conflict Resolution,3,BERKELEY CITY COLLEGE
2014-15,UCD,PSYCHOLOGY,Research and Experimental Psychology,3,BERKELEY CITY COLLEGE
2014-15,UCB,SOCIAL SCIENCES,Anthropology,3,BERKELEY CITY COLLEGE
2014-15,UCD,SOCIAL SCIENCES,Anthropology,3,BERKELEY CITY COLLEGE
2014-15,UCB,SOCIAL SCIENCES,Economics,4,BERKELEY CITY COLLEGE
2014-15,UCD,SOCIAL SCIENCES,Economics,5,BERKELEY CITY COLLEGE
2014-15,UCSB,SOCIAL SCIENCES,Economics,4,BERKELEY CITY COLLEGE
2014-15,UCD,SOCIAL SCIENCES,Political Science and Government,5,BERKELEY CITY COLLEGE
2014-15,UCB,SOCIAL SCIENCES,Sociology,4,BERKELEY CITY COLLEGE
2014-15,UCD,SOCIAL SCIENCES,Sociology,3,BERKELEY CITY COLLEGE
2014-15,UCB,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,BERKELEY CITY COLLEGE
2015-16,UCB,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",5,BERKELEY CITY COLLEGE
2015-16,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",7,BERKELEY CITY COLLEGE
2015-16,UCB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,BERKELEY CITY COLLEGE
2015-16,UCD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,BERKELEY CITY COLLEGE
2015-16,UCB,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,BERKELEY CITY COLLEGE
2015-16,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,BERKELEY CITY COLLEGE
2015-16,UCB,MATHEMATICS AND STATISTICS,Applied Mathematics,5,BERKELEY CITY COLLEGE
2015-16,UCB,MULTI/INTERDISCIPLINARY STUDIES,Peace Studies and Conflict Resolution,3,BERKELEY CITY COLLEGE
2015-16,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,8,BERKELEY CITY COLLEGE
2015-16,UCB,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,BERKELEY CITY COLLEGE
2015-16,UCB,PSYCHOLOGY,"Psychology, General",3,BERKELEY CITY COLLEGE
2015-16,UCB,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,Social Work,4,BERKELEY CITY COLLEGE
2015-16,UCB,SOCIAL SCIENCES,Anthropology,4,BERKELEY CITY COLLEGE
2015-16,UCB,SOCIAL SCIENCES,Economics,3,BERKELEY CITY COLLEGE
2015-16,UCD,SOCIAL SCIENCES,Economics,4,BERKELEY CITY COLLEGE
2015-16,UCSD,SOCIAL SCIENCES,Economics,8,BERKELEY CITY COLLEGE
2015-16,UCB,SOCIAL SCIENCES,Political Science and Government,10,BERKELEY CITY COLLEGE
